source_row,Title,Publication,Date,DOI,remaining_reason,elsevier_status,is_oa,oa_status,best_oa_url,unpaywall_pdf_status,unpaywall_pdf_file,unpaywall_pdf_error
1802,Substrate-Dependent Area-Selective Atomic Layer Deposition of Noble Metals from Metal β-Diketonate Precursors,Chemistry of Materials,2022-09-27,10.1021/acs.chemmater.2c02084,OA PDF download failed,404 not found,True,hybrid,https://doi.org/10.1021/acs.chemmater.2c02084,failed,,HTTPError('403 Client Error: Forbidden for url: https://pubs.acs.org/doi/10.1021/acs.chemmater.2c02084')
1804,TiO2Nanoflowers Decorated with FeO xNanocluster and Single Atoms by Atomic Layer Deposition for Peroxidase-Mimicking Nanozymes,ACS Applied Nano Materials,2022-09-23,10.1021/acsanm.2c02875,closed in Unpaywall,404 not found,False,closed,,,,
1808,Low-Temperature Route to Direct Amorphous to Rutile Crystallization of TiO2Thin Films Grown by Atomic Layer Deposition,Journal of Physical Chemistry C,2022-09-15,10.1021/acs.jpcc.2c04905,OA PDF download failed,404 not found,True,hybrid,https://pubs.acs.org/doi/pdf/10.1021/acs.jpcc.2c04905,failed,,HTTPError('403 Client Error: Forbidden for url: https://pubs.acs.org/doi/pdf/10.1021/acs.jpcc.2c04905')
1809,Computational Modeling of Physical Surface Reactions of Precursors in Atomic Layer Deposition by Monte Carlo Simulations on a Home Desktop Computer,Chemistry of Materials,2022-09-13,10.1021/acs.chemmater.2c00854,closed in Unpaywall,404 not found,False,closed,,,,
1810,Toward Optimization of the Chemical/Electrochemical Compatibility of Halide Solid Electrolytes in All-Solid-State Batteries,ACS Energy Letters,2022-09-09,10.1021/acsenergylett.2c01668,closed in Unpaywall,404 not found,False,closed,,,,
1811,Direct Bonding of CpCo- Fragments on Pt Nanoparticles and their Electronic Effect for Alkyne Semihydrogenation,ACS Catalysis,2022-09-02,10.1021/acscatal.2c03024,closed in Unpaywall,404 not found,False,closed,,,,
1813,Development of RuS2 for near-infrared photodetector by atomic layer deposition and post-sulfurization,Rare Metals,2022-09-01,10.1007/s12598-022-02012-2,closed in Unpaywall,404 not found,False,closed,,,,
1814,Highly sensitive stretchable sensor combined with low-power memristor for demonstration of artificial mechanoreceptor properties,Flexible and Printed Electronics,2022-09-01,10.1088/2058-8585/ac88e1,OA PDF download failed,404 not found,True,hybrid,https://doi.org/10.1088/2058-8585/ac88e1,failed,,no PDF link found on OA page
1815,Surface oxidation of hydrophobic ZnSe for enhanced growth of atomic layer deposited aluminum oxide,Journal of Vacuum Science and Technology A Vacuum Surfaces and Films,2022-09-01,10.1116/6.0002018,closed in Unpaywall,404 not found,False,closed,,,,
1818,Synthesis of ultrathin heteroepitaxial 3C-SiC films by pyrolysis of molecular layer deposition polyamide films on Si,Journal of Vacuum Science and Technology A Vacuum Surfaces and Films,2022-09-01,10.1116/6.0001889,closed in Unpaywall,404 not found,False,closed,,,,
1821,Passivation and Electrical Properties of Alumina Layers Deposited by Atomic-Layer Deposition with Different Precursors,Physica Status Solidi A Applications and Materials Science,2022-09-01,10.1002/pssa.202200138,OA PDF download failed,404 not found,True,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/pssa.202200138,failed,,HTTPError('403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/pssa.202200138')
1823,ZrO2-HfO2Superlattice Ferroelectric Capacitors with Optimized Annealing to Achieve Extremely High Polarization Stability,IEEE Electron Device Letters,2022-09-01,10.1109/LED.2022.3193383,closed in Unpaywall,404 not found,False,closed,,,,
1826,Stabilization of platinum catalyst surface-treated by atomic layer deposition of cobalt for polymer electrolyte membrane fuel cells,International Journal of Energy Research,2022-09-01,10.1002/er.8239,closed in Unpaywall,404 not found,False,closed,,,,
1829,Large-Scale Multilayer MoS2Nanosheets Grown by Atomic Layer Deposition for Sensitive Photodetectors,ACS Applied Nano Materials,2022-08-26,10.1021/acsanm.2c01799,closed in Unpaywall,404 not found,False,closed,,,,
1830,"Synthesis, Structure and Thermal Properties of Volatile Indium and Gallium Triazenides**",European Journal of Inorganic Chemistry,2022-08-26,10.1002/ejic.202200161,OA PDF download failed,404 not found,True,green,http://urn.kb.se/resolve?urn=urn:nbn:se:liu:diva-187716,failed,,"ConnectTimeout(MaxRetryError(""HTTPSConnectionPool(host='liu.diva-portal.org', port=443): Max retries exceeded with url: /smash/record.jsf?pid=diva2:1691196 (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7a7d7b7ccb90>, 'Connection to liu.diva-portal.org timed out. (connect timeout=45)'))""))"
1835,Advances in Atomic Layer Deposition of Metal Sulfides: From a Precursors Perspective,Chemistry of Materials,2022-08-23,10.1021/acs.chemmater.2c00954,closed in Unpaywall,404 not found,False,closed,,,,
1836,Study of MIS structures based on CdHgTe and HfO2applied by PEALD,Applied Physics Letters,2022-08-22,10.1063/5.0096133,closed in Unpaywall,404 not found,False,closed,,,,
1838,Mechanisms for undesired nucleation on H-terminated Si and dimethylamino-trimethylsilane passivated SiO2during TiO2area-selective atomic layer deposition,Applied Physics Letters,2022-08-22,10.1063/5.0106132,OA PDF download failed,404 not found,True,green,https://lirias.kuleuven.be/handle/20.500.12942/716220,failed,,no PDF link found on OA page
1848,Stabilizing the (003) Facet of Micron-Sized LiNi0.6Co0.2Mn0.2O2 Cathode Material Using Tungsten Oxide as an Exemplar,Inorganics,2022-08-01,10.3390/inorganics10080111,OA PDF download failed,404 not found,True,gold,https://www.mdpi.com/2304-6740/10/8/111/pdf?version=1659533425,failed,,HTTPError('403 Client Error: Forbidden for url: https://www.mdpi.com/2304-6740/10/8/111/pdf?version=1659533425')
1849,Temperature-Dependent Polarization Switching and Endurance Cycling Properties of HfAlO Ferroelectric Thin Film,Ecs Journal of Solid State Science and Technology,2022-08-01,10.1149/2162-8777/ac8954,closed in Unpaywall,404 not found,False,closed,,,,
1850,Precise regulation of Ultra-thin platinum decorated Gold/Graphite carbon nitride photocatalysts by atomic layer deposition for efficient degradation of Rhodamine B under simulated sunlight,Arabian Journal of Chemistry,2022-08-01,10.1016/j.arabjc.2022.103951,OA PDF download failed,404 not found,True,gold,https://doi.org/10.1016/j.arabjc.2022.103951,failed,,"ConnectionError(ProtocolError('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')))"
1855,Understanding Physicochemical Mechanisms of Sequential Infiltration Synthesis toward Rational Process Design for Uniform Incorporation of Metal Oxides,Sensors,2022-08-01,10.3390/s22166132,OA PDF download failed,404 not found,True,gold,https://www.mdpi.com/1424-8220/22/16/6132/pdf?version=1660714633,failed,,HTTPError('403 Client Error: Forbidden for url: https://www.mdpi.com/1424-8220/22/16/6132/pdf?version=1660714633')
1857,Deposition Mechanism and Characterization of Plasma-Enhanced Atomic Layer-Deposited SnOx Films at Different Substrate Temperatures,Nanomaterials,2022-08-01,10.3390/nano12162859,OA PDF download failed,404 not found,True,gold,https://www.mdpi.com/2079-4991/12/16/2859/pdf?version=1660904015,failed,,HTTPError('403 Client Error: Forbidden for url: https://www.mdpi.com/2079-4991/12/16/2859/pdf?version=1660904015')
1858,Ionic Conductive and Highly-Stable Interface for Alkali Metal Anodes,Small,2022-08-01,10.1002/smll.202203045,OA PDF download failed,404 not found,True,green,https://hdl.handle.net/2027.42/174843,failed,,HTTPError('403 Client Error: Forbidden for url: https://deepblue.lib.umich.edu/items/bc69ccf9-300b-45e2-a18a-71e73f2a34e8')
1859,A toolbox for easy entry low wavenumber in situ atomic layer deposition transmission FTIR spectroscopy studies,Review of Scientific Instruments,2022-08-01,10.1063/5.0102518,closed in Unpaywall,404 not found,False,closed,,,,
1863,Single-crystalline-like indium tin oxide thin films prepared by plasma enhanced atomic layer deposition,Journal of Materials Chemistry C,2022-07-29,10.1039/d2tc01834a,closed in Unpaywall,404 not found,False,closed,,,,
1865,Thermal Atomic Layer Etching of Al2O3Using Sequential HF and BCl3Exposures: Evidence for Combined Ligand-Exchange and Conversion Mechanisms,Chemistry of Materials,2022-07-26,10.1021/acs.chemmater.2c01120,closed in Unpaywall,404 not found,False,closed,,,,
1868,Atomic Layer Deposition of CsI and CsPbI3,Chemistry of Materials,2022-07-12,10.1021/acs.chemmater.2c01202,OA PDF download failed,404 not found,True,hybrid,https://doi.org/10.1021/acs.chemmater.2c01202,failed,,HTTPError('403 Client Error: Forbidden for url: https://pubs.acs.org/doi/10.1021/acs.chemmater.2c01202')
1870,Elucidating the Reaction Mechanism of Atomic Layer Deposition of Al2O3with a Series of Al(CH3)xCl3- xand Al(CyH2 y+1)3Precursors,Journal of the American Chemical Society,2022-07-06,10.1021/jacs.2c03752,closed in Unpaywall,404 not found,False,closed,,,,
1871,Nonlinear Effects of Pulsed Ion Beam in Ultra-High Resolution Material Removal,Micromachines,2022-07-01,10.3390/mi13071097,OA PDF download failed,404 not found,True,gold,https://www.mdpi.com/2072-666X/13/7/1097/pdf?version=1657700238,failed,,HTTPError('403 Client Error: Forbidden for url: https://www.mdpi.com/2072-666X/13/7/1097/pdf?version=1657700238')
1872,Defective Fe3O4-x Few-Atom Clusters Anchored on Nitrogen-Doped Carbon as Efficient Oxygen Reduction Electrocatalysts for High-Performance Zinc–Air Batteries,Small Methods,2022-07-01,10.1002/smtd.202200207,closed in Unpaywall,404 not found,False,closed,,,,
1874,Substrate temperature-controlled precursor reaction mechanism of PEALD-deposited MoO x thin films,Journal of Materials Science,2022-07-01,10.1007/s10853-022-07427-x,closed in Unpaywall,404 not found,False,closed,,,,
1875,Low-energy ion irradiation effects on chlorine desorption in plasma-enhanced atomic layer deposition (PEALD) for silicon nitride,Japanese Journal of Applied Physics,2022-07-01,10.35848/1347-4065/ac629b,closed in Unpaywall,404 not found,False,closed,,,,
1876,Performance Optimization of Atomic Layer Deposited HfOxMemristor by Annealing With Back-End-of-Line Compatibility,IEEE Electron Device Letters,2022-07-01,10.1109/LED.2022.3177774,closed in Unpaywall,404 not found,False,closed,,,,
1877,Ultraviolet photo-enhanced atomic layer deposition for improving dielectric properties of low temperature deposited Al2O3,Journal of Vacuum Science and Technology A Vacuum Surfaces and Films,2022-07-01,10.1116/6.0001865,closed in Unpaywall,404 not found,False,closed,,,,
1878,Amorphous semi-insulating Al-doped In2O3growth by atomic layer deposition for thin-film transistors,Journal of Vacuum Science and Technology A Vacuum Surfaces and Films,2022-07-01,10.1116/6.0001787,closed in Unpaywall,404 not found,False,closed,,,,
1879,Atomic Layer Deposition of Gold Nanoparticles with Controlled Size and Distribution on Titania Support,Chemnanomat,2022-07-01,10.1002/cnma.202200116,closed in Unpaywall,404 not found,False,closed,,,,
1882,"COMPOSITION, STRUCTURE, AND FUNCTIONAL PROPERTIES OF THIN SILICON NITRIDE FILMS GROWN BY ATOMIC LAYER DEPOSITION FOR MICROELECTRONIC APPLICATIONS (REVIEW OF 25 YEARS OF RESEARCH)",Journal of Structural Chemistry,2022-07-01,10.1134/S0022476622070022,closed in Unpaywall,404 not found,False,closed,,,,
1883,High ionic conductivity of ultralow yttria concentration yttria-stabilized zirconia thin films,Journal of Vacuum Science and Technology A Vacuum Surfaces and Films,2022-07-01,10.1116/6.0001736,closed in Unpaywall,404 not found,False,closed,,,,
1884,Multiple layers of aluminum silicate and silicon dioxide deposited by room-temperature atomic layer deposition for enhanced cation sorption,Journal of Vacuum Science and Technology A Vacuum Surfaces and Films,2022-07-01,10.1116/6.0001908,closed in Unpaywall,404 not found,False,closed,,,,
1886,Improved performance of MoS2FET by in situ NH3doping in ALD Al2O3dielectric,Chinese Physics B,2022-07-01,10.1088/1674-1056/ac3bab,closed in Unpaywall,404 not found,False,closed,,,,
1887,Hollow cathode enhanced capacitively coupled plasmas in Ar/N2/H2mixtures and implications for plasma enhanced ALD,Journal of Vacuum Science and Technology B,2022-07-01,10.1116/6.0001840,closed in Unpaywall,404 not found,False,closed,,,,
1890,Chemical reaction mechanism of plasma scrubber for by-product treatment in TiN-atomic layer deposition processes,Japanese Journal of Applied Physics,2022-07-01,10.35848/1347-4065/ac5fb8,OA PDF download failed,404 not found,True,bronze,https://iopscience.iop.org/article/10.35848/1347-4065/ac5fb8/pdf,failed,,no PDF link found on OA page
1891,Designing Multifunctional Cobalt Oxide Layers for Efficient and Stable Electrochemical Oxygen Evolution,Advanced Materials Interfaces,2022-07-01,10.1002/admi.202200582,OA PDF download failed,404 not found,True,hybrid,https://doi.org/10.1002/admi.202200582,failed,,HTTPError('403 Client Error: Forbidden for url: https://advanced.onlinelibrary.wiley.com/doi/10.1002/admi.202200582')
1893,Plasma enhanced atomic layer deposition of textured aluminum nitride on platinized substrates for MEMS,Journal of Vacuum Science and Technology A Vacuum Surfaces and Films,2022-07-01,10.1116/6.0001633,closed in Unpaywall,404 not found,False,closed,,,,
1895,High-Speed Steep-Slope GaInAs Impact Ionization MOSFETs (I-MOS) With SS = 1.25 mV/dec - Part II: Dynamic Switching and RF Performance,IEEE Transactions on Electron Devices,2022-07-01,10.1109/TED.2022.3171736,OA PDF download failed,404 not found,True,hybrid,https://ieeexplore.ieee.org/ielx7/16/4358746/09772759.pdf,failed,,HTTPError('404 Client Error: Not Found for url: https://ieeexplore.ieee.org/ielx7/16/4358746/09772759.pdf')
1896,Device feasibility and performance improvement methodologies for thin film transistors using In-Ga-Sn-O channels prepared by atomic-layer deposition,Journal of Vacuum Science and Technology B,2022-07-01,10.1116/6.0001945,closed in Unpaywall,404 not found,False,closed,,,,
1897,Plasma enhanced atomic layer deposition and atomic layer etching of gallium oxide using trimethylgallium,Journal of Vacuum Science and Technology A Vacuum Surfaces and Films,2022-07-01,10.1116/6.0001871,OA PDF download failed,404 not found,True,green,https://www.osti.gov/biblio/1873614,failed,,no PDF link found on OA page
1900,"Structural, Optical, and Electrical Properties of InOxThin Films Deposited by Plasma-Enhanced Atomic Layer Deposition for Flexible Device Applications",ACS Applied Electronic Materials,2022-06-28,10.1021/acsaelm.2c00434,closed in Unpaywall,404 not found,False,closed,,,,
1901,An overview of the application of atomic layer deposition process for lithium-ion based batteries,International Journal of Energy Research,2022-06-25,10.1002/er.7941,OA PDF download failed,404 not found,True,hybrid,https://doi.org/10.1002/er.7941,failed,,HTTPError('403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/10.1002/er.7941')
1902,Atomic and Molecular Layer Deposition of Chiral Thin Films Showing up to 99% Spin Selective Transport,Nano Letters,2022-06-22,10.1021/acs.nanolett.2c01953,closed in Unpaywall,404 not found,False,closed,,,,
1903,On the Durability of Protective Titania Coatings on High-Voltage Spinel Cathodes,Chemsuschem,2022-06-22,10.1002/cssc.202200324,OA PDF download failed,404 not found,True,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cssc.202200324,failed,,HTTPError('403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cssc.202200324')
1906,Molecular Layer Deposition of a Hafnium-Based Hybrid Thin Film as an Electron Beam Resist,ACS Applied Materials and Interfaces,2022-06-15,10.1021/acsami.2c04092,closed in Unpaywall,404 not found,False,closed,,,,
1910,Liquid-like properties of cyclopentadienyl complexes of barium: molecular dynamics simulations of nanoscale droplets,Physical Chemistry Chemical Physics,2022-06-09,10.1039/d2cp02322a,closed in Unpaywall,404 not found,False,closed,,,,
1911,Ultralong Lifespan for High-Voltage LiCoO2Enabled by in Situ Reconstruction of an Atomic Layer Deposition Coating Layer,ACS Applied Materials and Interfaces,2022-06-08,10.1021/acsami.2c05129,closed in Unpaywall,404 not found,False,closed,,,,
1912,Advanced Atomic Layer Deposition: Ultrathin and Continuous Metal Thin Film Growth and Work Function Control Using the Discrete Feeding Method,Nano Letters,2022-06-08,10.1021/acs.nanolett.2c00811,closed in Unpaywall,404 not found,False,closed,,,,
1914,Composition control of conformal crystalline GeSbTe films by atomic layer deposition supercycles and tellurization annealing,Journal of Materials Chemistry C,2022-06-06,10.1039/d2tc00784c,closed in Unpaywall,404 not found,False,closed,,,,
1915,Low Temperature Growth of Polycrystalline Molybdenum Oxide Thin Films by Atomic Layer Deposition,Bandaoti Guangdian Semiconductor Optoelectronics,2022-06-01,10.16818/j.issn1001-5868.2022020901,DOI not found in Unpaywall,404 not found,,doi_not_found,,,,
1917,A Dendrite-Free Lithium-Metal Anode Enabled by Designed Ultrathin MgF2 Nanosheets Encapsulated Inside Nitrogen-Doped Graphene-Like Hollow Nanospheres,Advanced Materials,2022-06-01,10.1002/adma.202201801,closed in Unpaywall,404 not found,False,closed,,,,
1923,Effect of Hydrogen Plasma Treatment on Atomic Layer Deposited Silicon Nitride Film,Ecs Journal of Solid State Science and Technology,2022-06-01,10.1149/2162-8777/ac760f,closed in Unpaywall,404 not found,False,closed,,,,
1926,Flexible HfxZr1-xO2Thin Films on Polyimide for Energy Storage With High Flexibility,IEEE Electron Device Letters,2022-06-01,10.1109/LED.2022.3171273,closed in Unpaywall,404 not found,False,closed,,,,
1929,Effects of carbon impurity in ALD-Al2O3 film on HAXPES spectrum and electrical properties of Al2O3/AlGaN/GaN MIS structure,Japanese Journal of Applied Physics,2022-06-01,10.35848/1347-4065/ac646d,closed in Unpaywall,404 not found,False,closed,,,,
1930,Achieving High Dielectric Constants in Tetragonal Single-Phase ZrHfO2 Thin Films through the Atomic Layer Deposition Process Using a Mixed Precursor,Physica Status Solidi A Applications and Materials Science,2022-06-01,10.1002/pssa.202100652,closed in Unpaywall,404 not found,False,closed,,,,
1932,Impact of Chamber/Annealing Temperature on the Endurance Characteristic of Zr:HfO2 Ferroelectric Capacitor,Sensors,2022-06-01,10.3390/s22114087,OA PDF download failed,404 not found,True,gold,https://www.mdpi.com/1424-8220/22/11/4087/pdf?version=1653903169,failed,,HTTPError('403 Client Error: Forbidden for url: https://www.mdpi.com/1424-8220/22/11/4087/pdf?version=1653903169')
1933,Al2O3-Coated Si-Alloy Prepared by Atomic Layer Deposition as Anodes for Lithium-Ion Batteries,Materials,2022-06-01,10.3390/ma15124189,OA PDF download failed,404 not found,True,gold,https://www.mdpi.com/1996-1944/15/12/4189/pdf?version=1655118703,failed,,HTTPError('403 Client Error: Forbidden for url: https://www.mdpi.com/1996-1944/15/12/4189/pdf?version=1655118703')
1938,Investigation of the Tetrakis(dimethylamino)hafnium and H2S ALD Process: Effects of Deposition Temperature and Annealing,Solids,2022-06-01,10.3390/solids3020018,OA PDF download failed,404 not found,True,gold,https://www.mdpi.com/2673-6497/3/2/18/pdf?version=1651765175,failed,,HTTPError('403 Client Error: Forbidden for url: https://www.mdpi.com/2673-6497/3/2/18/pdf?version=1651765175')
1939,ZnO-Reinforced Thermal Regulating Microcapsules with Double-Layer Shell via Atomic Layer Deposition,Advanced Materials Interfaces,2022-06-01,10.1002/admi.202200541,closed in Unpaywall,404 not found,False,closed,,,,
1941,Rapid Single-Step Deposition of Nanostructured Hematite Thin Films Produced by PECVD Using Ferrocene as Precursor,IEEE Transactions on Plasma Science,2022-06-01,10.1109/TPS.2022.3174643,closed in Unpaywall,404 not found,False,closed,,,,
1942,Flow-Through Atmospheric Pressure-Atomic Layer Deposition Reactor for Thin-Film Deposition in Capillary Columns,Analytical Chemistry,2022-05-31,10.1021/acs.analchem.1c05029,closed in Unpaywall,404 not found,False,closed,,,,
1943,Growth behavior of Ir metal formed by atomic layer deposition in the nanopores of anodic aluminum oxide,Dalton Transactions,2022-05-31,10.1039/d2dt01358d,closed in Unpaywall,404 not found,False,closed,,,,
1945,Sublayer thickness dependence of nanolaminated HfO2-Al2O3films for ferroelectric phase stabilization,Applied Physics Letters,2022-05-30,10.1063/5.0092125,closed in Unpaywall,404 not found,False,closed,,,,
1946,Impact of titanium doping and pulsing conditions on the analog temporal response of hafnium oxide based memristor synapses,Journal of Applied Physics,2022-05-28,10.1063/5.0087001,closed in Unpaywall,404 not found,False,closed,,,,
1948,Vapor-Phase Molecular Doping in Covalent Organosiloxane Network Thin Films Via a Lewis Acid-Base Interaction for Enhanced Mechanical Properties,ACS Applied Materials and Interfaces,2022-05-25,10.1021/acsami.1c13257,closed in Unpaywall,404 not found,False,closed,,,,
1950,Mesh Bias Controlled Synthesis of TiO2 and Al0.74Ti0.26O3 Thin Films by Mist Chemical Vapor Deposition and Applications as Gate Dielectric Layers for Field-Effect Transistors,ACS Applied Electronic Materials,2022-05-24,10.1021/acsaelm.2c00286,closed in Unpaywall,404 not found,False,closed,,,,
1951,Tuning Molecular Inhibitors and Aluminum Precursors for the Area-Selective Atomic Layer Deposition of Al2O3,Chemistry of Materials,2022-05-24,10.1021/acs.chemmater.2c00513,closed in Unpaywall,404 not found,False,closed,,,,
1952,Atomic Layer-Deposited ZnO Layer on Hydrated Vanadium Dioxide Cathodes against Vanadium Dissolution for Stable Zinc Ion Batteries,ACS Applied Energy Materials,2022-05-23,10.1021/acsaem.2c00540,closed in Unpaywall,404 not found,False,closed,,,,
1954,Recent progress on amorphous oxide semiconductor thin-film transistors using the atomic layer deposition technique,Amorphous Oxide Semiconductors Igzo and Related Materials for Display and Memory,2022-05-20,10.1002/9781119715641.ch10,closed in Unpaywall,404 not found,False,closed,,,,
1956,Extending growth inhibition during area-selective atomic layer deposition of Al2O3 on aminosilane-functionalized SiO2,Chemical Communications,2022-05-13,10.1039/d2cc01967a,closed in Unpaywall,404 not found,False,closed,,,,
1957,Actively Tunable Metasurfaces via Plasmonic Nanogap Cavities with Sub-10-nm VO2 Films,Nano Letters,2022-05-11,10.1021/acs.nanolett.1c04175,OA PDF download failed,404 not found,True,green,https://www.ncbi.nlm.nih.gov/pmc/articles/9101075,failed,,"ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\'www.ncbi.nlm.nih.gov\', port=443): Max retries exceeded with url: /pmc/articles/9101075 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x7a7d7b0d0ec0>: Failed to resolve \'www.ncbi.nlm.nih.gov\' ([Errno -3] Temporary failure in name resolution)""))'))"
1960,Atomic Layer Deposition of CoxOy Films: Oxidants versus Composition,Advanced Materials Interfaces,2022-05-01,10.1002/admi.202200097,closed in Unpaywall,404 not found,False,closed,,,,
1962,Enhanced Negative Bias Illumination Stability of ZnO Thin Film Transistors by Using a Two-Step Oxidation Method,IEEE Transactions on Electron Devices,2022-05-01,10.1109/TED.2022.3159284,closed in Unpaywall,404 not found,False,closed,,,,
1963,Effect of Powder ALD Interface Modification on the Thermoelectric Performance of Bismuth,Advanced Materials Technologies,2022-05-01,10.1002/admt.202100953,OA PDF download failed,404 not found,True,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/admt.202100953,failed,,HTTPError('403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/admt.202100953')
1964,Molecular Layer Deposition of Thermally Stable Polybenzimidazole-Like Thin Films and Nanostructures,Advanced Materials Interfaces,2022-05-01,10.1002/admi.202200370,OA PDF download failed,404 not found,True,hybrid,https://doi.org/10.1002/admi.202200370,failed,,HTTPError('403 Client Error: Forbidden for url: https://advanced.onlinelibrary.wiley.com/doi/10.1002/admi.202200370')
1965,Plasma-enhanced atomic layer deposition of aluminum-indium oxide thin films and associated device applications,Journal of Vacuum Science and Technology A Vacuum Surfaces and Films,2022-05-01,10.1116/6.0001643,closed in Unpaywall,404 not found,False,closed,,,,
1967,Decomposition Characteristics of the TTIP (Tetraisopropyl Orthotitanate) Precursor for Atomic Layer Deposition,Materials,2022-05-01,10.3390/ma15093021,OA PDF download failed,404 not found,True,gold,https://www.mdpi.com/1996-1944/15/9/3021/pdf?version=1650605198,failed,,HTTPError('403 Client Error: Forbidden for url: https://www.mdpi.com/1996-1944/15/9/3021/pdf?version=1650605198')
1968,Ultrasensitive Surface-Enhanced Raman Scattering (SERS) Detection For miRNA-182 Based on CdS/MoS2@AuNPs Fabricated by Atomic Layer Deposition (ALD),Advanced Materials Interfaces,2022-05-01,10.1002/admi.202102221,closed in Unpaywall,404 not found,False,closed,,,,
1969,Low temperature plasma-enhanced atomic layer deposition of sodium phosphorus oxynitride with tunable nitrogen content,Journal of Vacuum Science and Technology A Vacuum Surfaces and Films,2022-05-01,10.1116/6.0001752,closed in Unpaywall,404 not found,False,closed,,,,
1971,"The effect of post-deposition annealing on the chemical, structural and electrical properties of Al/ZrO2/La2O3/ZrO2/Al high-k nanolaminated MIM capacitors",Journal of Materials Science Materials in Electronics,2022-05-01,10.1007/s10854-022-08097-w,closed in Unpaywall,404 not found,False,closed,,,,
1972,A numerical approach on the selection of the purge flow rate in an atomic layer deposition (ALD) process,Physics of Fluids,2022-05-01,10.1063/5.0088872,closed in Unpaywall,404 not found,False,closed,,,,
1973,"On the interplay between a novel iron and iron-carbide atomic layer deposition process, the carbon nanotube growth, and the metal-carbon nanotube coating properties on silica substrates",Journal of Vacuum Science and Technology A Vacuum Surfaces and Films,2022-05-01,10.1116/6.0001806,OA PDF download failed,404 not found,True,hybrid,https://doi.org/10.1116/6.0001806,failed,,HTTPError('403 Client Error: Forbidden for url: https://pubs.aip.org/jva/article/40/3/033415/2843098/On-the-interplay-between-a-novel-iron-and-iron')
1974,Operating Cost Savings in the Atomic Layer Deposition Process of Ultrathin Electrolyte for Solid Oxide Fuel Cells by Applying Oxygen Plasma,International Journal of Precision Engineering and Manufacturing,2022-05-01,10.1007/s12541-022-00626-1,closed in Unpaywall,404 not found,False,closed,,,,
1975,A Simple Strategy to Realize Super Stable Ferroelectric Capacitor via Interface Engineering,Advanced Materials Interfaces,2022-05-01,10.1002/admi.202102528,closed in Unpaywall,404 not found,False,closed,,,,
1976,Compact Ga2 O3 Thin Films Deposited by Plasma Enhanced Atomic Layer Deposition at Low Temperature,Nanomaterials,2022-05-01,10.3390/nano12091510,OA PDF download failed,404 not found,True,gold,https://www.mdpi.com/2079-4991/12/9/1510/pdf?version=1651221477,failed,,HTTPError('403 Client Error: Forbidden for url: https://www.mdpi.com/2079-4991/12/9/1510/pdf?version=1651221477')
1978,Area-Selective Atomic Layer Deposition Using Vapor Dosing of Short-Chain Alkanethiol Inhibitors on Metal/Dielectric Surfaces,Advanced Materials Interfaces,2022-05-01,10.1002/admi.202102364,closed in Unpaywall,404 not found,False,closed,,,,
1979,Microstructure and antibacterial properties of a ZnO coating on a biomaterial surface,Archives of Civil and Mechanical Engineering,2022-05-01,10.1007/s43452-022-00414-8,closed in Unpaywall,404 not found,False,closed,,,,
1982,Comparative in Situ Study of the Initial Growth Trends of Atomic Layer-Deposited Al2O3Films,Journal of Physical Chemistry C,2022-04-28,10.1021/acs.jpcc.2c01033,closed in Unpaywall,404 not found,False,closed,,,,
1983,Thermal Atomic Layer Etching of Aluminum Nitride Using HF or XeF2for Fluorination and BCl3for Ligand Exchange,Journal of Physical Chemistry C,2022-04-28,10.1021/acs.jpcc.1c10972,closed in Unpaywall,404 not found,False,closed,,,,
1984,Powder Coatings via Atomic Layer Deposition for Batteries: A Review,Chemistry of Materials,2022-04-26,10.1021/acs.chemmater.1c02944,closed in Unpaywall,404 not found,False,closed,,,,
1985,"High-Endurance Ferroelectric (La, Y) and (La, Gd) Co-Doped Hafnium Zirconate Grown by Atomic Layer Deposition",ACS Applied Electronic Materials,2022-04-26,10.1021/acsaelm.2c00063,OA PDF download failed,404 not found,True,green,https://lirias.kuleuven.be/handle/20.500.12942/698970,failed,,no PDF link found on OA page
1987,Surface Modification of Bismuth by ALD of Antimony Oxide for Suppressing Lattice Thermal Conductivity,ACS Applied Energy Materials,2022-04-25,10.1021/acsaem.2c00681,closed in Unpaywall,404 not found,False,closed,,,,
1988,Sub-10-nm ferroelectric Gd-doped HfO2layers,Applied Physics Letters,2022-04-25,10.1063/5.0088505,OA PDF download failed,404 not found,True,hybrid,https://doi.org/10.1063/5.0088505,failed,,HTTPError('403 Client Error: Forbidden for url: https://pubs.aip.org/apl/article/120/17/172901/2833493/Sub-10-nm-ferroelectric-Gd-doped-HfO2-layers')
